REVISED 7/3/19,,,,,,,,,,,,,,,,,,,,
OBS SPRING SALE OF TWO-YEAR-OLDS IN TRAINING,,,,,,,,,,,,,,,,,,,,
"APRIL 23 - 26, 2019",,,,,,,,,,,,,,,,,,,,
hip#,Name,Color,Sex,Foal Date,Sire,Dam,Dam Sire,Sort By Dam,Consignor,Area ID,Barn,work time,set,day,Buyer ,Price ,PS,Status ,out date,AlphSort
126,,CH,F,4/19/2017,Tonalist,Hitechnoweenie,Harlan's Holiday,Hitechnoweenie,"Niall Brennan Stables, Agent XLV",KY,8,10.2,106,4/15,"60,000",Not Sold,,,,Brennan Niall
127,,DB/BR,C,3/7/2017,Verrazano,Holiday Charm,Silver Charm,HolidayCharm,"Whitman Sales LLC, Agent XII",KY,16,out,,,Withdrawn,Out,,Out,4/11/2019,Whitman Sales
128,,B,F,3/6/2017,Congrats,Holiday Surprise,Harlan's Holiday,HolidaySurprise,"RiceHorse Stable (Brandon & Ali Rice), Agent VI",FL,17,23.0,153,4/15,Withdrawn,Out,,Out,4/15/2019,RiceHorse
129,,DB/BR,F,4/23/2017,Daredevil,Holy Blitz,Holy Bull,HolyBlitz,"Hartley / DeRenzo Thoroughbreds LLC, Agent",KY,5,10.0,103,4/15,"290,000",Not Sold,,,,Hartley / DeRenzo Thoroughbreds LLC
130,Paint the Town,DB/BR,C,5/23/2017,Bodemeister,Holy Flapper,Holy Bull,HolyFlapper,"S G V Thoroughbreds LLC (Steven Venosa), Agent",KY,1,22.0,136,4/15,"LEB, Agent for West Point & Jerry Hollendorfer","250,000",,,,S G V Thoroughbreds
131,,GR/RO,C,3/12/2017,Cross Traffic,Holy Ransom,Holy Bull,HolyRansom,"Hemingway Racing and Training Stables LLC, Agent XIX",AZ,16,10.4,150,4/15,Withdrawn,Out,,Out,4/23/2019,Hemingway Racing and Training LLC
132,,,,,,,,,,,,out,,,Withdrawn,Out,,Out,3/5/2019,
133,,CH,F,2/2/2017,Palace,Honest Cause,Giant's Causeway,HonestCause,"All In Sales (Tony Bowling), Agent",KY,F,10.3,56,4/15,Tom Mansor,"50,000",,,,All In Sales
134,,B,C,3/26/2017,Big Drama,Honest Gold,Medaglia d'Oro,HonestGold,"Cary Frommer LLC, Agent XI",FL,10,10.4,47,4/15,Steven Dwoskin,"52,000",,,,Frommer Cary
135,,CH,C,1/30/2017,Girolamo,Honour Isabel,Honour and Glory,HonourIsabel,"Craig L. Wheeler, Agent",FL,3,10.2,52,4/15,"Timothy Hills, Agent for Sea Gull Capital","130,000",,,,Wheeler Craig L.
136,,DB/BR,F,3/27/2017,Tonalist,Hopeful Union,Dixie Union,HopefulUnion,"Niall Brennan Stables, Agent XV",KY,8,out,,,Withdrawn,Out,,Out,4/9/2019,Brennan Niall
137,Tipazo,GR/RO,C,4/30/2017,Macho Uno,Hotazel,Unbridled's Song,Hotazel,Winners Circle Thoroughbreds LLC,KY,15,10.4,86,4/15,Withdrawn,Out,,Out,4/16/2019,Winners Circle Thoroughbreds LLC
138,,CH,F,3/4/2017,Chitu,Hot Squeeze,Latent Heat,HotSqueeze,"RiceHorse Stable (Brandon & Ali Rice), Agent III",FL,17,10.2,111,4/15,Saffie Joseph,"7,000",,,,RiceHorse
139,,DB/BR,C,2/7/2017,Malibu Moon,Hour Glass,Petionville,HourGlass,"Gene Recio, Agent IX",KY,15,10.3,97,4/15,Withdrawn,Out,,Out,4/23/2019,Recio Gene
140,,B,C,3/23/2017,Candy Ride (ARG),How,Indian Charlie,How,"Hidden Brook, Agent VI",KY,10,out,,,Withdrawn,Out,,Out,4/15/2019,Hidden Brook Farm
141,,DB/BR,C,4/3/2017,Mr Speaker,How Cheeky,Mr. Greeley,HowCheeky,J V C Training and Sales (Jorge and Maria Villagomez),KY,20,10.4,63,4/15,"27,000",Not Sold,,,,J V C Training and Sales
142,,B,C,3/31/2017,Munnings,Hug Doc,Medaglia d'Oro,HugDoc,"Hoppel's Horse & Cattle Co., Inc., Agent",KY,A,22.0,69,4/15,"McMahon and Hill Bloodstock, Agent","32,000",,,,"Hoppel's Horse & Cattle Co., Inc."
143,,DB/BR,F,5/11/2017,Union Rags,Humble,Valiant Nature,Humble,"Niall Brennan Stables, Agent III",KY,8,22.0,61,4/15,"Mike Ryan, Agent","240,000",,,,Brennan Niall
144,,B,F,3/6/2017,Tonalist,Hurricane Hannah,Southern Halo,HurricaneHannah,"Eisaman Equine, Agent",KY,7,10.3,92,4/15,"27,000",Not Sold,,,,Eisaman Equine
145,,B,C,3/26/2017,Fed Biz,Icee Sara,Eskimo,IceeSara,"Top Line Sales LLC, Agent I",PA,14,10.1,151,4/15,Pewter Stable,"35,000",PS,,,Top Line Sales
146,,B,F,3/8/2017,Constitution,Icy Tea,Storm Cat,IcyTea,"Scanlon Training & Sales, Agent for Excel Bloodstock (Bruno DeBerdt)",PA,1,10.2,70,4/15,SROA (K.O.I.D.),"40,000",,,,Scanlon Training Center
147,I Prowl Alone,B,C,4/18/2017,City Wolf,I Drink Alone,Intidab,IDrinkAlone,"Hoppel's Horse & Cattle Co., Inc., Agent",NY,A,10.3,165,4/15,"15,000",Not Sold,,,,"Hoppel's Horse & Cattle Co., Inc."
148,,B,C,4/18/2017,Tapiture,I Lost My Choo,Western Expression,ILostMyChoo,"Starting Point Thoroughbreds, Agent",KY,13,10.2,20,4/15,Marc Tacher,"160,000",,,,Starting Point Thoroughbreds
149,,B,C,4/22/2017,Elusive Quality,Im Cruising Dixie,Dixie Union,ImCruisingDixie,"Bobby Dodd, Agent",KY,10,10.1,13,4/15,"K.O.I.D. Co., Ltd.","60,000",,,,Dodd Bobby
150,,B,C,4/21/2017,Hard Spun,Imprecation,First Defence,Imprecation,"Wavertree Stables, Inc. (Ciaran Dunne), Agent V",KY,5,21.4,8,4/15,Alistair Roden Bloodstock,"180,000",,,,"Wavertree Stables, Inc."
151,,DB/BR,C,5/6/2017,Take Charge Indy,Impressive Jewel,Outflanker,ImpressiveJewel,"Off the Hook LLC, Agent XII",KY,13,10.2,11,4/15,Happy Tenth Stable,"45,000",,,,Off the Hook LLC
152,Plan of Attack,B,C,3/16/2017,War Front,I'm So Excited,Street Cry (IRE),ImSoExcited,"Niall Brennan Stables, Agent XXV",KY,8,10.4,121,4/15,Withdrawn,Out,,Out,4/23/2019,Brennan Niall
153,,B,C,4/3/2017,Shanghai Bobby,Inanna,Corinthian,Inanna,"Q Bar J Thoroughbreds LLC, Agent I",KY,14,10.2,105,4/15,John P. Warren,"55,000",,,,Q Bar J Thoroughbreds LLC
154,,CH,F,4/23/2017,Distorted Humor,Inclined to Dream,Aptitude,InclinedtoDream,"Ends Well, Agent II",KY,18,10.4,120,4/15,Withdrawn,Out,,Out,4/23/2019,Ends Well
155,,B,C,4/4/2017,Constitution,Including,Include,Including,Blas Perez Stables,KY,20,10.3,14,4/15,"Triple Crown (Song, Jin Seok)","40,000",,,,Perez Stables Blas 
156,,B,C,3/21/2017,Mucho Macho Man,Indian Fiesta,Indian Charlie,IndianFiesta,"McKathan Bros., Agent III",CA,6,10.3,66,4/15,Withdrawn,Out,,Out,4/20/2019,McKathan Bros.
157,,B,C,5/2/2017,Into Mischief,Indian Gracey,Indian Ocean,IndianGracey,"McKathan Bros., Agent VIII",KY,6,10.1,7,4/15,HND Bloodstock,"350,000",PS,,,McKathan Bros.
158,,GR/RO,C,4/30/2017,Liam's Map,Indian Legend,Cherokee Run,IndianLegend,"Niall Brennan Stables, Agent II",KY,8,10.2,2,4/15,"195,000",Not Sold,,,,Brennan Niall
159,,B,C,2/6/2017,Colonel John,Indy Cheers,A.P. Indy,IndyCheers,"Whitman Sales LLC, Agent V",KY,16,10.2,33,4/15,Reeves Thoroughbred Racing,"145,000",,,,Whitman Sales
160,,DB/BR,C,3/6/2017,Honor Code,Infanta (IRE),Cape Cross (IRE),InfantaIRE,"de Meric Sales, Agent XVIII",KY,12,22.3,144,4/15,PWF,"16,000",,,,de Meric Sales
161,,DB/BR,C,4/2/2017,Twirling Candy,In Kelly's Defense,First Defence,InKellysDefense,"Eddie Woods, Agent LVII",KY,11,out,,,Withdrawn,Out,,Out,4/15/2019,Woods Eddie
162,,DB/BR,C,3/11/2017,Commissioner,Inner Groove,Rock Hard Ten,InnerGroove,"Top Line Sales LLC, Agent IX",KY,14,21.2,17,4/15,Cromwell Bloodstock,"110,000",,,,Top Line Sales
163,,B,C,4/24/2017,Munnings,Inside Passage,Tiznow,InsidePassage,"Omega Farm, Agent II",KY,H,10.3,35,4/15,"135,000",Not Sold,,,,Omega Farm
164,,B,F,2/4/2017,Liam's Map,Inspired by Grace,Curlin,InspiredbyGrace,"Niall Brennan Stables, Agent XLI",KY,8,out,,,Withdrawn,Out,,Out,4/9/2019,Brennan Niall
165,,CH,C,3/2/2017,First Samurai,Instrumental,City Zip,Instrumental,"Eddie Woods, Agent XLV",NY,11,22.0,48,4/15,Antonio Sano,"6,000",,,,Woods Eddie
166,,B,F,2/2/2017,Fast Anna,Invalida,Street Cry (IRE),Invalida,"Julie Davies LLC, Agent XXV",KY,19,10.2,60,4/15,"47,000",Not Sold,,,,Davies Julie
167,Irish Danzing,CH,F,2/12/2017,Danza,Irish Ridge,Cactus Ridge,IrishRidge,"Wavertree Stables, Inc. (Ciaran Dunne), Agent",NY,5,21.0,36,4/15,"Rockbridge Bldstk, Agent for Final Furlong Racing","120,000",,,,"Wavertree Stables, Inc."
168,,DB/BR,F,3/23/2017,Take Charge Indy,Irishtocat,Tomorrows Cat,Irishtocat,"Randy Miles, Agent V",NY,18,10.3,142,4/15,"Sallusto & Albina, Agent for Loudmouth Racing","70,000",PS,,,Miles Randy
169,,B,C,5/6/2017,Uncle Mo,Isobel Baillie (GB),Lomitas (GB),IsobelBaillieGB,"Niall Brennan Stables, Agent XXVII",KY,8,21.4,18,4/15,"Narvick Int'l, Agent for Katsumi Yoshida","425,000",,,,Brennan Niall
170,,B,C,2/7/2017,Carpe Diem,Istanford,Istan,Istanford,"Eddie Woods, Agent XLI",NY,11,21.4,126,4/15,Narvick Int'l,"180,000",,,,Woods Eddie
171,,B,C,3/7/2017,Union Rags,I Thirtyfive,Malibu Moon,IThirtyfive,"Southern Chase Farm, Inc. (Greg & Karen Dodd), Agent",ON,7,22.3,74,4/15,Withdrawn,Out,,Out,4/15/2019,"Southern Chase Farm, Inc."
172,,CH,C,1/25/2017,Declaration of War,It Must Be Magic,Storm Cat,ItMustBeMagic,"Equest Thoroughbreds, Inc.",KY,G,10.2,123,4/15,"115,000",Not Sold,,,,"Equest Thoroughbreds, Inc."
173,,GR/RO,C,1/29/2017,Liam's Map,It'schemistrybaby,Meadowlake,Itschemistrybaby,"Randy Miles, Agent XV",KY,18,out,167,,Withdrawn,Out,,Out,4/15/2019,Miles Randy
174,,CH,F,4/11/2017,Congrats,Itsyesornoihavtogo,More Than Ready,Itsyesornoihavtogo,"Hartley / DeRenzo Thoroughbreds LLC, Agent",KY,5,10.3,146,4/15,Manuel Pita,"25,000",,,,Hartley / DeRenzo Thoroughbreds LLC
175,,CH,F,2/13/2017,Orb,Ivory Coast,Giant's Causeway,IvoryCoast,"Scanlon Training & Sales, Agent X",KY,1,10.3,161,4/15,SROA (K.O.I.D.),"30,000",,,,Scanlon Training Center
176,,CH,C,3/6/2017,Tapiture,I Want to Dust Her,Mass Market,IWanttoDustHer,"Woodside Ranch, Agent I",KY,1,21.4,51,4/15,"72,000",Not Sold,,,,Woodside Ranch
177,,B,C,2/25/2017,Twirling Candy,Jacky Halo (ARG),Southern Halo,JackyHaloARG,"Eddie Woods, Agent XXII",KY,11,21.2,37,4/15,Emblem Stables,"75,000",,,,Woods Eddie
178,Sun Squall,B,C,1/26/2017,Bahamian Squall,Jade's Rainbow,Milwaukee Brew,JadesRainbow,"Blas Perez Stables, Agent VI",FL,20,10.2,164,4/15,N.T.S. Stable & Kathryn Davey,"50,000",,,,Perez Stables Blas 
179,Mucho Macho Gal,DB/BR,F,2/19/2017,Mucho Macho Man,Jaguariuna,Cape Town,Jaguariuna,"S B M Training and Sales, Agent II",LA,15,10.2,89,4/15,Al Stall Jr.,"55,000",,,,S B M Training and Sales
180,,GR/RO,F,2/23/2017,Cairo Prince,Jahwhol,Eskendereya,Jahwhol,"Starting Point Thoroughbreds, Agent",KY,13,10.2,101,4/15,Paul Mouttet,"25,000",,,,Starting Point Thoroughbreds
181,,B,C,4/25/2017,Stormy Atlantic,Jane's the Name,Trempolino,JanestheName,Blas Perez Stables,KY,20,11.0,91,4/15,"19,000",Not Sold,,,,Perez Stables Blas 
182,,CH,F,4/30/2017,Street Boss,Jeannie S,Sky Mesa,JeannieS,Grassroots Training & Sales LLC,FL,J,10.2,44,4/15,Charles L. Biggs,"65,000",,,,Grassroots Training & Sales LLC
183,,B,F,3/3/2017,American Pharoah,Jemima's Pearl,Distorted Humor,JemimasPearl,"Randy Bradshaw, Agent II",KY,18,out,172,,Withdrawn,Out,,Out,4/15/2019,Bradshaw Randy
184,,GR/RO,C,2/19/2017,Liam's Map,Jenny's So Great,Greatness,JennysSoGreat,"Wavertree Stables, Inc. (Ciaran Dunne), Agent IV",KY,5,out,,,Withdrawn,Out,,Out,4/11/2019,"Wavertree Stables, Inc."
185,,B,F,3/1/2017,Afleet Alex,Jinny Jump Up,Jump Start,JinnyJumpUp,"Woodford Thoroughbreds, Agent",KY,17,11.0,128,4/15,Antonio Sano,"10,000",,,,Woodford Thoroughbreds
186,,B,C,4/25/2017,Brethren,Jitterbug Blues,Pleasant Tap,JitterbugBlues,"Starting Point Thoroughbreds, Agent",FL,13,10.3,160,4/18,SROA (K.O.I.D.),"42,000",,,,Starting Point Thoroughbreds
187,,DB/BR,C,5/4/2017,Lemon Drop Kid,Joffe's Run,Giant's Causeway,JoffesRun,Grassroots Training & Sales LLC,KY,J,10.1,4,4/15,Dennis O'Neill,"290,000",,,,Grassroots Training & Sales LLC
188,,DB/BR,F,5/2/2017,Street Sense,Jon's Lady,Johannesburg,JonsLady,"Top Line Sales LLC, Agent III",KY,14,10.2,28,4/15,Woodbridge Farm,"155,000",,,,Top Line Sales
189,,DB/BR,C,2/13/2017,Honor Code,Joy,Pure Prize,Joy,"Niall Brennan Stables, Agent XII",MD,8,out,,,Withdrawn,Out,,Out,4/9/2019,Brennan Niall
190,,B,F,5/27/2017,Congrats,Joyce,Rock Hard Ten,Joyce,"Julie Davies LLC, Agent XXII",KY,19,10.1,138,4/21,Martin Racing Stables,"80,000",,,,Davies Julie
191,,DB/BR,C,4/28/2017,Honor Code,J P Girl,Distorted Humor,JPGirl,"Crupi's New Castle Farm, Agent IV",KY,6,out,,,Withdrawn,Out,,Out,4/9/2019,Crupi's New Castle Farm
192,,B,C,2/10/2017,Noble Mission (GB),J'ray's Sunshine,Giant's Causeway,JraysSunshine,"Niall Brennan Stables, Agent XVIII",NY,8,10.4,156,4/15,Withdrawn,Out,,Out,4/23/2019,Brennan Niall
193,,CH,C,4/30/2017,Shackleford,Judy's Magic,Wavering Monarch,JudysMagic,"Wavertree Stables, Inc. (Ciaran Dunne), Agent",KY,5,10.2,122,4/15,"Hidden Brook, Agent","55,000",,,,"Wavertree Stables, Inc."
194,,B,C,3/21/2017,First Samurai,Juke,Mr. Prospector,Juke,"Top Line Sales LLC, Agent VI",KY,14,10.1,98,4/15,Al Aasfa Racing,"105,000",,,,Top Line Sales
195,,B,F,4/21/2017,Competitive Edge,Junkinthetrunk,Top Account,Junkinthetrunk,"Parrish Farms, Agent",KY,10,10.2,39,4/15,John P. Fort,"80,000",,,,Parrish Farms
196,,CH,F,1/30/2017,Uncaptured,Just Call Me Berty,Bertrando,JustCallMeBerty,"de Meric Sales, Agent XLII",FL,12,out,,,Withdrawn,Out,,Out,4/15/2019,de Meric Sales
197,,B,F,4/5/2017,Blame,Justenufappeal,Exchange Rate,Justenufappeal,"Brick City Thoroughbreds, Agent",NY,19,10.2,152,4/15,"47,000",Not Sold,,,,Brick City Thoroughbreds
198,,B,C,5/21/2017,Bodemeister,Just Fabulous,Include,JustFabulous,"Whitman Sales LLC, Agent VI",KY,16,10.0,94,4/15,Crawford Farms LLC,"150,000",,,,Whitman Sales
199,,DB/BR,F,3/2/2017,Teuflesberg,Just Gabi,Devil His Due,JustGabi,"New Hope AB LLC, Agent I",NY,E,10.4,73,4/15,"Gary Contessa, Agent for DCK Stable","25,000",,,,New Hope LLC
200,,CH,F,3/21/2017,Constitution,Just Joyful,Street Boss,JustJoyful,"de Meric Sales, Agent IV",KY,12,22.0,55,4/15,"Christina Jelm, Agent","30,000",,,,de Meric Sales
201,,B,C,5/18/2017,Race Day,Just Married,Awesome Again,JustMarried,"Top Line Sales LLC, Agent XLI",KY,14,10.1,140,4/15,Withdrawn,Out,,Out,4/23/2019,Top Line Sales
202,,CH,F,4/6/2017,City Zip,Kappa Gama,Orientate,KappaGama,"Off the Hook LLC, Agent XVII",FL,13,10.3,79,4/15,Averill Racing LLC,"30,000",PS,,,Off the Hook LLC
203,,B,C,3/22/2017,Flatter,Karakorum Elektra,Freud,KarakorumElektra,"Hoppel's Horse & Cattle Co., Inc., Agent",NY,A,21.3,12,4/15,Withdrawn,Out,,Out,4/23/2019,"Hoppel's Horse & Cattle Co., Inc."
204,,B,C,2/6/2017,Discreet Cat,Karma Strikes,Smart Strike,KarmaStrikes,Marcial Galan,KY,F,10.2,34,4/16,Robert S. Vukelic,"27,000",,,,Galan Marcial
205,,B,F,5/13/2017,Constitution,Katana (NZ),Volksraad (GB),KatanaNZ,"de Meric Sales, Agent XLIV",NY,12,10.1,127,4/16,"Gary Contessa, Agent for Mike Samotowka","45,000",PS,,,de Meric Sales
206,,CH,C,3/6/2017,Verrazano,Kate C.,Mineshaft,KateC,"Wavertree Stables, Inc. (Ciaran Dunne), Agent for JSM Equine LLC",KY,5,21.4,116,4/16,Robinson Cruz,"20,000",PS,,,"Wavertree Stables, Inc."
207,,CH,C,2/6/2017,Hard Spun,Katerbug,Pulpit,Katerbug,"Wavertree Stables, Inc. (Ciaran Dunne), Agent IX",KY,5,21.0,42,4/16,"Timothy Hills, Agent for Sea Gull Capital","430,000",,,,"Wavertree Stables, Inc."
208,,B,C,3/7/2017,Tiznow,Kateri,Indian Charlie,Kateri,"Brick City Thoroughbreds, Agent II",KY,19,21.2,28,4/16,Red Oak Farm & Newtown Anner Stud,"420,000",,,,Brick City Thoroughbreds
209,,CH,F,5/10/2017,Will Take Charge,K D's Girl,Curlin,KDsGirl,"Scanlon Training & Sales, Agent X",KY,1,10.3,142,4/16,"K.O.I.D. Co., Ltd.","30,000",,,,Scanlon Training Center
210,,DB/BR,C,3/25/2017,Prospective,Keep Me Straight,Straight Man,KeepMeStraight,Shanbally Acres,FL,D,11.0,85,4/16,Withdrawn,Out,,Out,4/17/2019,Shanbally Acres
211,,DB/BR,C,1/27/2017,War Front,Keertana,Johar,Keertana,"Wavertree Stables, Inc. (Ciaran Dunne), Agent V",KY,5,out,,,Withdrawn,Out,,Out,4/16/2019,"Wavertree Stables, Inc."
212,,DB/BR,C,5/1/2017,Bayern,Key Is to Win,Dixie Union,KeyIstoWin,"Paul Sharp, Agent I",KY,C,10.0,103,4/16,Narvick Int'l,"90,000",,,,Sharp Paul M.
213,,CH,C,5/2/2017,Alpha,Keysong,Songandaprayer,Keysong,"Sequel Bloodstock, Agent",NY,9,out,,,Withdrawn,Out,,Out,4/11/2019,Sequel Bloodstock
214,,GR/RO,C,4/14/2017,Bayern,Kherington Ann,Giacomo,KheringtonAnn,"Wavertree Stables, Inc. (Ciaran Dunne), Agent IX",KY,5,21.2,24,4/16,"85,000",Not Sold,,,,"Wavertree Stables, Inc."
215,,GR/RO,F,5/7/2017,Palace Malice,Kid Silver,Silver Ghost,KidSilver,"Paul Sharp, Agent XVI",KY,C,10.1,157,4/16,Withdrawn,Out,,Out,4/23/2019,Sharp Paul M.
216,,B,F,2/11/2017,Declaration of War,Kimbolton,First Defence,Kimbolton,"Gayle Woods, Agent IV",KY,E,22.0,88,4/16,"17,000",Not Sold,,,,Woods Gayle
217,,CH,F,1/24/2017,Lookin At Lucky,Kinda Wonderful,Silver Train,KindaWonderful,"RiceHorse Stable (Brandon & Ali Rice), Agent IV",KY,17,10.1,143,4/16,"Hidden Brook, Agent / B S W Bloodstock","125,000",,,,RiceHorse
218,,B,F,2/28/2017,The Factor,Kind Turn,Street Cry (IRE),KindTurn,"Wavertree Stables, Inc. (Ciaran Dunne), Agent",KY,5,21.0,77,4/16,Guillermo Berrios,"25,000",,,,"Wavertree Stables, Inc."
219,,CH,C,4/18/2017,Violence,Kiowa,Stephen Got Even,Kiowa,"Grassroots Training & Sales LLC, Agent VI",VA,J,10.2,153,4/16,Pete Mattson,"25,000",PS,,,Grassroots Training & Sales LLC
220,,GR/RO,F,2/25/2017,The Factor,Kissin Party,Kissin Kris,KissinParty,"Eisaman Equine, Agent",KY,7,10.2,41,4/16,"27,000",Not Sold,,,,Eisaman Equine
221,,CH,C,4/7/2017,Street Boss,Kiss Is a Kiss,Broken Vow,KissIsaKiss,"Tom McCrocklin, Agent VII",KY,2,out,,,Withdrawn,Out,,Out,4/10/2019,McCrocklin Tom
222,,CH,C,2/4/2017,Shackleford,Kittenkittenkitten,Kitten's Joy,Kittenkittenkitten,Desert Thoroughbreds LLC,KY,16,10.3,18,4/16,"145,000",Not Sold,,,,Desert Thoroughbreds LLC
223,,CH,C,3/11/2017,First Samurai,Kitten's Peak,Kitten's Joy,KittensPeak,"Hemingway Racing and Training Stables LLC, Agent III",KY,16,10.2,22,4/16,"Narvick Int'l, Agent for M. U. R.","100,000",,,,Hemingway Racing and Training LLC
224,,CH,F,5/4/2017,Flat Out,Knockatrina,Langfuhr,Knockatrina,Costanzo Sales,KY,9,10.0,104,4/16,Martin Anthony,"370,000",,,,Costanzo Sales
225,,B,F,3/9/2017,Lemon Drop Kid,Knysna,Maria's Mon,Knysna,"Wavertree Stables, Inc. (Ciaran Dunne), Agent VI",KY,5,21.0,78,4/21,Withdrawn,Out,,Out,4/22/2019,"Wavertree Stables, Inc."
226,,B,F,3/29/2017,Uncle Mo,Kokadrie,Coronado's Quest,Kokadrie,"Woodford Thoroughbreds, Agent",KY,17,21.4,134,4/16,Narvick Int'l,"190,000",,,,Woodford Thoroughbreds
227,,B,F,4/30/2017,Kantharos,Kombat Kitty,Wildcat Heir,KombatKitty,"Ocala Stud, Agent",FL,4,out,,,Withdrawn,Out,,Out,3/20/2019,Ocala Stud
228,,DB/BR,C,4/11/2017,Jimmy Creed,Kool Charm,Eddington,KoolCharm,"Harris Training Center LLC, Agent",KY,13,out,,,Withdrawn,Out,,Out,4/16/2019,Harris Training Center LLC
229,Cheermeister,DB/BR,F,3/12/2017,Bodemeister,Kuhlu,Ghostzapper,Kuhlu,Winners Circle Thoroughbreds LLC,KY,15,10.1,90,4/16,"195,000",Not Sold,,,,Winners Circle Thoroughbreds LLC
230,,DB/BR,C,4/10/2017,Summer Front,La Belle Epoque,Tapit,LaBelleEpoque,"Envision Equine, Agent",KY,D,21.1,126,4/16,Withdrawn,Out,,Out,4/22/2019,Envision Equine
231,,CH,F,2/1/2017,Wicked Strong,Lacie Slew,Mineshaft,LacieSlew,Golden Thoroughbreds Training and Sales,KY,C,10.1,59,4/16,"Michael Lerman, Agent","30,000",PS,,,Golden Thoroughbreds Training and Sales
232,,B,C,4/5/2017,Tapizar,Lady Aspen,Grand Reward,LadyAspen,"Eddie Woods, Agent VII",KY,11,21.3,60,4/16,"Gary Gullo, Agent for Bob Petersons Stable LLC","55,000",,,,Woods Eddie
233,,CH,C,2/18/2017,Lookin At Lucky,Lady Audrey,Congrats,LadyAudrey,All Dreams Equine,KY,20,out,,,Withdrawn,Out,,Out,4/10/2019,All Dreams Equine
234,,DB/BR,F,2/19/2017,The Big Beast,Lady Bluegrass,Bluegrass Cat,LadyBluegrass,"Tom McCrocklin, Agent II",FL,2,out,,,Withdrawn,Out,,Out,4/9/2019,McCrocklin Tom
235,,GR/RO,F,5/20/2017,Majestic City,Lady Buckingham,Formal Dinner,LadyBuckingham,"Eversole Thoroughbreds, Agent V",NY,20,10.2,131,4/16,"22,000",Not Sold,,,,Eversole Thoroughbreds
236,,CH,F,2/4/2017,Uncaptured,Lady Carlotta,Montbrook,LadyCarlotta,Ocala Stud,FL,4,22.0,73,4/16,Withdrawn,Out,,Out,4/17/2019,Ocala Stud
237,,GR/RO,C,4/3/2017,He's Had Enough,Lady Cheryl,Williamstown,LadyCheryl,"Scanlon Training & Sales, Agent V",FL,1,-,,,Withdrawn,Out,,Out,4/18/2019,Scanlon Training Center
238,,CH,C,4/24/2017,Tonalist,Lady Dora,Lord At War (ARG),LadyDora,"Eddie Woods, Agent LVI",NY,11,22.2,159,4/16,SROA (K.O.I.D.),"32,000",,,,Woods Eddie
239,,B,F,4/7/2017,Drill,Lady Elite,Mr. Greeley,LadyElite,Best A Luck Farm LLC,FL,3,10.2,137,4/16,"Kathleen O'Connell, Agt","15,000",PS,,,Best A Luck Farm LLC
240,,DB/BR,C,4/17/2017,Amira's Prince (IRE),Lady Halite,Medaglia d'Oro,LadyHalite,"Blue River Bloodstock, Inc., Agent I",FL,18,20.1,87,4/16,"Klaravich Stable, Inc.","210,000",,,,Blue River Bloodstock
241,,DB/BR,C,2/24/2017,Super Saver,Lady Kierkegaard,Arch,LadyKierkegaard,"Richardson Bloodstock, Agent",KY,13,10.2,84,4/16,Raymond Kuah,"52,000",,,,Richardson Bloodstock
242,,B,C,3/20/2017,Sky Mesa,Lady Lavery,Elusive Quality,LadyLavery,"Top Line Sales LLC, Agent XVI",KY,14,9.4,49,4/16,"Charles H. Boden, Agent for Colts Neck Stables LLC","300,000",,,,Top Line Sales
243,,B,C,2/8/2017,Constitution,Lady Micaela,Empire Maker,LadyMicaela,"Gene Recio, Agent VII",KY,15,10.4,138,4/16,Pedigree Works,"32,000",PS,,,Recio Gene
244,,DB/BR,F,2/12/2017,Competitive Edge,Lady On Holiday,Harlan's Holiday,LadyOnHoliday,"Parrish Farms, Agent",KY,10,out,,,Withdrawn,Out,,Out,4/11/2019,Parrish Farms
245,,B,F,4/7/2017,Karakontie (JPN),Lady Pewitt,Orientate,LadyPewitt,"Best A Luck Farm LLC, Agent XII",KY,3,10.0,45,4/16,Gainesway,"100,000",,,,Best A Luck Farm LLC
246,,DB/BR,C,3/31/2017,Street Boss,Lady Rushmoore,Wild Rush,LadyRushmoore,"Crupi's New Castle Farm, Agent IV",KY,6,10.0,54,4/16,Doyle Williams,"90,000",,,,Crupi's New Castle Farm
247,Touch of La Grey,B,C,4/11/2017,Tapizar,La Grey Zuliana,Borrego,LaGreyZuliana,"Desert Thoroughbreds LLC, Agent",PA,16,10.1,101,4/16,"52,000",Not Sold,,,,Desert Thoroughbreds LLC
248,,DB/BR,F,3/27/2017,Constitution,Lake Como,Salt Lake,LakeComo,"Scanlon Training & Sales, Agent VI",KY,1,10.1,95,4/16,"97,000",Not Sold,,,,Scanlon Training Center
249,,CH,C,2/9/2017,First Samurai,Lakenheath,Colonial Affair,Lakenheath,"Off the Hook LLC, Agent XIV",KY,13,10.0,33,4/16,"Charles H. Boden, Agent for Colts Neck Stables LLC","310,000",,,,Off the Hook LLC
250,,CH,C,4/18/2017,Malibu Moon,La La's Cookin,Harlan's Holiday,LaLasCookin,Grassroots Training & Sales LLC,KY,J,10.2,57,4/16,"Triple Crown (Kang, Hyun Cheol)","45,000",,,,Grassroots Training & Sales LLC
251,,CH,F,3/23/2017,Fort Larned,Langara Lass,Langfuhr,LangaraLass,"Eisaman Equine, Agent",KY,7,10.3,98,4/16,Withdrawn,Out,,Out,4/20/2019,Eisaman Equine
